Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,company,no_of_salaries,avg_salary,min_salary,max_salary
Data Scientist,-1.0,"Job Description

POSITION PURPOSE:
The individual works collaboratively with interdisciplinary scientists, IT and engineering professionals across the organization to solve critical problems and answer important questions that drive key decisions for our business.
Fosters new game changing ideas to produce sophisticated, intelligent optimization solutions and predictive models.
Works on a team as an individual contributor with other Data Scientists.



YOUR TASKS AND RESPONSIBILITIES:
Providing technical contributions in a fast-paced team environment to accelerate our efforts on building an analytics-driven product pipeline.
Independently perform statistical analysis, computer programming, predictive modeling and experimental design.
Build cross-functional relationships to collaboratively partner with the business and effectively network within the Data Science Community.
Using advanced mathematical models, machine learning algorithms, operations research techniques, and strong business acumen to deliver insight, recommendations, and solutions.
Developing sustainable, consumable, accurate, and impactful reporting on model inputs, model outputs, observed outputs, business impact, and key performance indicators. Present compelling, validated stories to all levels of organization, including peers, senior management, and internal customers to drive both strategic and operational changes in business.


WHO YOU ARE:
Bachelors degree with 5+ years of experience or Masters degree with 2+ years experience or PhD.
Educational preparation or applied experience in at least one of the following areas: Machine Learning, Electrical/Industrial Engineering, Operation Research, Statistical Genetics, Statistics, Biostatistics, Bioinformatics, Genomics, Computational Biology, Applied Mathematics, Computer Science or other related quantitative discipline.
Demonstrates intermediate proficiency in computational skills and level of experience building data models using R, Python or other statistical and/or mathematical programming packages.
Strong proficiency in predictive modeling—to include comprehension of theory, modeling/identification strategies and limitations and pitfalls.
Intermediate proficiency in machine learning algorithms and concepts.
Experience in successful delivery of valuable analysis through application of domain knowledge; evidence of ability to strong business acumen.
Strong communication competencies to include presentations and delivery of complex quantitative analyses in a clear, concise and actionable manner to extended team and small groups of key stakeholders.
Salary:
Not Disclosed by Recruiter
Industry:
Agriculture / Dairy
Functional Area:
Analytics & Business Intelligence
Role Category:
Analytics & BI
Role:
Data Analyst
Key Skills
Data Science
Predictive Modeling
R
Genomics
operations research
AI
Genetics
Machine Learning
Bioinformatics
Statistical Analysis
Statistics
Python
Desired Candidate Profile
Please refer to the Job description above
Education-
PG:
MS/M.Sc(Science) - Any Specialization
Company Profile
Bayer
Bayer is a global enterprise with core competencies in the Life Science fields of health care and agriculture. Our products and services are designed to benefit people and improve their quality of life. At the same time, we aim to create value through innovation, growth and high earning power.
Our products help address some of today’s biggest challenges, including global population growth, an aging society and the need to make efficient – and, wherever possible, sustainable – use of natural resources.
In line with our mission “Bayer: Science For A Better Life,” we aim to improve people’s quality of life by preventing, alleviating or curing diseases. We also help provide an adequate supply of high-quality food, feed and renewable plant-based raw materials. For these endeavors, we focus on developing and successfully commercializing innovative products and solutions based on scientific knowledge.",4.1,bayer,Bangalore,-1.0,5001 to 10000 Employees,1863.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1.0,,,,,
Data Scientist,-1.0,"Experience: 4 years
Job Location: Gurgaon, India

Job Requirements :
Axslogic, a fast-growing Fintech analytics software firm, is looking for an exceptional data scientist with an excellent academic and professional background who wishes to pursue a career in Business Performance Analytics in the Financial Services domain. Successful candidates will be working on building and enriching patented software providing Early Warning and Predictive Analytic capabilities to its clients.
Responsibilities :
Ability and experience handling both structured and unstructured data – including working with Hadoop data storage platform
Help bring a strong statistical orientation in the organisation, along with the ability to use analytics to drive key enterprise metrics related to Forecasting and Stress modelling.
Research, design, implement and validate cutting-edge algorithms to analyze diverse sources of data to achieve targeted outcomes
Work with clients to develop, refine and scale data management and analytics procedures, systems, workflows, best practices and other issues.
Experience :
Need to have statistical modelling experience along with some technical, engineering skills
""Hands-on"" experience – not just theoretical.
Minimum five to seven years professional experience
Qualifications :
Degree in a quantitative field with working knowledge of CS
B Tech from IIT or equivalent institute in any discipline
Should be willing to travel internationally for client interactions as required by the organization.
Proficiency in both SAS and R is required.
Should have good interpersonal skills, and adequate client facing and communication skills
Should be a fast and willing learner. Demonstrated agility to rapidly adapt to new platforms and design paradigms is a must.
Proposed Salary and Compensation :
Commensurate to the candidate(s) experience and qualifications and will include Employee Stock options.",4.4,axslogic,Gurgaon,-1.0,51 to 200 Employees,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1.0,,,,,
AI Resident - Data Scientist - NLP,-1.0,"The Role
The world faces energy challenges that are becoming more complex each day. We are looking for people who share our passion for taking on these challenges with cutting edge technology, innovative thinking and commitment to manage risks. Shell develops and operates some of the largest, most complex energy projects in the world, we always endeavour to work at the leading edge of technical innovation.
About Digital Centre of Expertise
Shell’s Digital Centre of Expertise, part of Shell’s Technology business unit offers the opportunity to lead the digital transformation of the energy industry. We are a world leading community of industrial scientists and engineers committed to using cutting edge R&D to take us through the energy transition into a winning position in a low carbon world.
About Shell.ai Residency Programme
Shell.ai is a change programme designed to support the adoption of AI at scale across Shell through a common platform, community and shared best practices. Shell.ai Residency Programme is a global program sponsored by the Shell Digital Centre of Expertise, the programme offers residents the opportunity to develop deep, technical expertise across the spectrum of AI, learning more about the energy industry and working in agile teams to develop new solutions that can optimise current processes, enable workforce and unlock new business models.
The Shell.ai Residency Programme is a 2-year, full-time, immersive programme, which you to gain experience working on a variety of AI projects across Shell globally. The Programme offers Residents the opportunity to collaborate with like-minded innovators, experts and mentors, while deepening technical expertise across the spectrum of AI.
As an AI Resident you will get to be involved in real time projects specifically matched to your interests and abilities and to get an insight into our day-to-day business operations. You’ll receive performance evaluations from your mentor and/or direct supervisor, and you’ll find out what the energy industry is really like, from the inside.

The Shell.ai Residency Program offers you an amazing opportunity for learning and discovery. You will enjoy a unique opportunity to:
Develop deep technical expertise working on the latest AI related projects
Collaborate with like-minded innovators and AI residents community across the globe, Shell experts and mentors
Channel your efforts from ideation to execution working to rapidly deploy solutions
Deploy solutions across a breadth of Shell businesses - from Exploration to Trading, or Retail to New Energies

Where you fit?
As Data Scientist, you’ll be joining a dynamic global team within our Data Science Centre of Excellence. With the focus on driving insights that will have a real impact on our business performance.
This is an opportunity to deploy mix of your data science expertise and creative problem-solving skills to initiate, develop, and deliver - data science solutions. In practice, that means applying advanced analytics to data sets from across the entire energy supply chain, providing predictive models and insights to improve Shell’s business processes, and developing innovative digital products.
We expect you’ll thrive working independently or part of a team, fitting into a highly-collaborative, friendly Agile environment, with the opportunity to learn new practices and technologies.

What’s the role?
Key to your success in this role, will be your analytical expertise, at finding and interpreting rich data sources, managing large amounts of data, merging data sources, ensuring consistency of datasets, and finally, skillfully presenting and communicating the data insights and results.
As Data Scientist, you’ll be working closely with various Shell businesses. You will apply natural language processing, statistical models, optimization and machine learning algorithms to problems in subsurface and wells, asset management, customer centricity and commercial insights. Your Natural Language Processing (NLP) based solutions and models will help Shell’s businesses make better decisions and facilitate the latest digital developments in the energy industry.
Your main challenge will be to develop analytical solutions have an impact on businesses performance and innovation. This includes preparing requirements and technical feasibility of advanced analytics projects and designing, testing, and deploying algorithms and methods. Alongside your technical expertise, you’ll also be calling on your natural people skills, nurturing mutual trust with business stakeholders ranging from exploration and production up to customer facing businesses within a diverse and international work environment. Effectively translating business needs into data solutions and presenting analytical results back into business language
What we need from you?
We’re keen to speak to applicants with a Master’s or PhD degree in computational linguistics, statistics, mathematics, natural sciences, computer science, and other engineering disciplines. Along with your strong experience in the delivery of analytics solutions within a corporate or academic environment, we’d also hope to see as many of the following on your CV:
3-5 years of Data Science related work experience is preferable
Expertise in Natural Language Processing, computational linguistics
Strong foundation in applied mathematics – linear algebra, optimization, probability theory.
Experience of developing advanced analytics algorithms/models.
Hands-on experience in code development (R, Python, MATLAB).
Preferably expertise Deep Learning, Bayesian Learning
Strong interpersonal, communication, facilitation and presentation skills
COMPANY DESCRIPTION
Our values
Shell is a company with shared values. Honesty, integrity, and respect aren't simply a strapline: they are a part of everything we do. What's more, Shell is an equal opportunities company, and we place the highest possible value on the diversity of our people and our inclusive approach.
Join us and you’ll belong to a world where you can feel pride in your achievements and propel your career with global opportunities

An innovative place to work
Join us and you’ll be adding your talent and imagination to a business with the ambition to shape the future – whether by investing in renewables, exploring new ways to store energy or developing technology that helps the world to use energy more efficiently, everyone at Shell does their part.

An inclusive place to work
To power progress together, we need to attract and develop the brightest minds and make sure every voice is heard. Here are just some of the ways we’re nurturing an inclusive environment – one where you can express your ideas, extend your skills and reach your potential…
We’re creating a space where people with disabilities can excel through transparent recruitment process, workplace adjustments and ongoing support in their roles. Feel free to let us know about your circumstances when you apply, and we’ll take it from there.
We’re striving to be a pioneer of an inclusive and diverse workplace, promoting equality for employees regardless of sexual orientation or gender identity. We've retained our title as a top employer for women in India for past 3 consecutive years since 2016.
We consider ourselves a flexible employer and want to support you finding the right balance. We encourage you to discuss this with us in your application.

A rewarding place to work
We’re huge advocates for career development. We’ll encourage you to try new roles and experience new settings. By pushing people to reach their potential, we frequently help them find skills they never knew they had, or make career moves they never thought possible
Through all of this, and combining our ideas through a creative, collaborative environment and global operations – we have developed and will continue to nurture a unique workplace with an impressive range of benefits to ensure that joining Shell is an inspired and rewarding career choice for everyone.

Disclaimer
Please note: We occasionally amend or withdraw Shell jobs and reserve the right to do so at any time, including prior to the advertised closing date. Before applying, you are advised to read our data protection policy. This policy describes the processing that may be associated with your personal data and informs you that your personal data may be transferred to Royal Dutch/Shell Group companies around the world. The Shell Group and its approved recruitment consultants will never ask you for a fee to process or consider your application for a career with Shell. Anyone who demands such a fee is not an authorised Shell representative and you are strongly advised to refuse any such demand. Shell is an Equal Opportunity Employer.",4.1,shell,Bangalore,-1.0,10000+ Employees,1907.0,Company - Public,Oil & Gas Exploration & Production,"Oil, Gas, Energy & Utilities",$10+ billion (USD),-1.0,Shell,2.0,-1,"₹4,246K","₹4,677K"
Data Scientist,-1.0,"The Role
General Position Definition
This role will drive analytics and insights for the Global CRM & Loyalty teams
The ideal candidate is passionate about customer analytics - specifically CRM and Loyalty
The candidate will have strong quantitative skills (like statistics, mathematics, machine learning) and has applied those skills in solving real world problems in marketing
Incumbent is responsible for working on a range of technologies and tools collaborating directly with the marketing stakeholders & other partners
Purpose
Leverage analytics, data and deep customer insights to identify and execute innovative programs that continually push CRM initiatives to the next level
Build and maintain a test and learn roadmap (A/B Testing) and work to continually iterate and optimize CRM efforts in order to increase the effectiveness of all channels
Measure impact of customer engagement initiatives across all channels (email, SMS, push notifications, direct mail, etc.) and optimize campaign spends
Support development of the contact strategy with ad-hoc analysis and projects.
Lead the design and development of CRM reporting dashboards; establish templates and processes for regularly sharing out CRM progress and results with key stakeholders
Develop and evolve advanced segmentation strategies for targeted campaigns driving incremental revenues
Skills
Industry / Functional Expertise
Provide deep business expertise in:
CRM, Loyalty Analytics: Strong Campaign Analytics experience in both online & offline. Must have worked with Campaign, Loyalty and CRM data. Understands campaign effectiveness study and experienced in planning/targeting for CRM activities based on learning from previous activities
Marketing / Customer Analytics: Campaign design and effectiveness testing, churn prediction, cross-sell / up-sell, Market Basket Analysis, Customer segmentation, propensity analysis, customer lifetime value
Preferably worked in the past in Retail companies
Paid Media Experience is also preferable and will be an added advantage
Proficiency Level: Mastery
Stakeholder Engagement Skills
Working collaboratively across multiple sets of stakeholders – business SMEs, IT, Data teams, Analytics resources, etc. to deliver on project deliverables and tasks
Identify actionable insights that directly address marketing challenges / opportunities
Articulate business insights and recommendations (based on model output) to respective stakeholders
Understanding business KPI's, frameworks and drivers for performance
Proficiency Level: Mastery
Technology Skills
Strong experience in specialized analytics tools and technologies (including, but not limited to)
Azure Databricks, Alteryx
Power BI, Spotfire or other visualization tools
Python, R
Adobe Analytics (good to have)
Statistics / Mathematics: Data Quality Analysis, Data identification, Hypothesis testing, Univariate / Multivariate Analysis, Cluster Analysis, Classification/PCA, Factor Analysis, Linear Modeling, Affinity & Association, Time Series
Identify the right approach(es) for given scenario and articulate why the approach fits
Assess data availability and modeling feasibility
Proficiency Level: Skill-to-Mastery
Special Challenges
Must have Skills:
Knowledge of Direct marketing and CRM principles (segmentation, lifecycle management, etc.).
Familiarity with the marketing funnel and customer journey frameworks to guide strategy.
Easily analyzes, draws and synthesizes important insights from complex data.
Extremely curious and self-driven to understand business performance through data.
Ability to translate a business or marketing question into a well-defined analytical plan that includes data requirements for technical resources to extract the necessary data.
Rapid onboarding on projects, understanding analytics goal and working with ill-defined datasets
Communicating technical jargon in plain English to colleagues within Data Science team and outside
Virtual working with network of colleagues located throughout the globe
Dimensions
Support design and delivery of analytics projects, within Retail business unit in Shell
Experience
Minimum 5-7 years of relevant experience in Marketing / Customer Analytics
Preferred experience in Retail or E-commerce managing CRM and Loyalty Data
Good interpersonal communication skills and influencing skills
Eagerness to learn and ability to work with limited supervision
Advanced university degree in Mathematics, Statistics, Engineering, Economics, OR, etc.
Disclaimer
Please note: We occasionally amend or withdraw Shell jobs and reserve the right to do so at any time, including prior to the advertised closing date. Before applying, you are advised to read our data protection policy. This policy describes the processing that may be associated with your personal data and informs you that your personal data may be transferred to Royal Dutch/Shell Group companies around the world. The Shell Group and its approved recruitment consultants will never ask you for a fee to process or consider your application for a career with Shell. Anyone who demands such a fee is not an authorised Shell representative and you are strongly advised to refuse any such demand. Shell is an Equal Opportunity Employer.",4.1,shell,Chennai,-1.0,10000+ Employees,1907.0,Company - Public,Oil & Gas Exploration & Production,"Oil, Gas, Energy & Utilities",$10+ billion (USD),-1.0,Shell,2.0,-1,"₹4,246K","₹4,677K"
Data Scientist,-1.0,"Job Summary
Exp: 5+ Years
Location: Bangalore
Required skills:
Statisticalmodeling
MachineLearning
RegressionAnalysis

Should have hands on experience in ML/ Advanced Analytics
Machine Learning - #Python, Statistical techniques - Regression, Classification,
Clustering, Time Series, Decision Trees, Text Analytics
Strong experience in ML Algorithms

Drop your CV at Priyanka@green-tree.in",2.1,greentree,Bangalore,-1.0,501 to 1000 Employees,-1.0,Unknown,Consulting,Business Services,Less than $1 million (USD),-1.0,,,,,
Data Scientist,-1.0,"FiFyles is changing lives!
As Data Scientist eager to jump into brand new learning experiences, you’ll have fun analyzing complex, massive data sets. If this sounds like you, please read on!

Who You Are
You cut your baby teeth on Bayesian modeling and Markov chains
You love the idea of working at a startup-within-a-startup
You are curious enough to always want to dig deeper
You dream of applying machine learning to everyday tasks
You never wait for someone else to ask “why?”
You drive others crazy with how open-minded you are
Your imagination knows no bounds when it comes to slicing and dicing complex problems and data sets
You are strongly opinionated on what makes for great software skills, and love playing devil’s advocate
You believe every experience, good or bad, is an opportunity to grow
You are convinced that the best use of experience is to leverage it to learn more
You are a natural-born leader
You know how to prioritize
You are analytically curious
You still like to play “Where’s Waldo?” on occasion to test your awesome pattern-recognition skills
There’s always methodology to your madness
You know that numbers tell a good story
Spock is your favorite Star Trek character

What You Want From Your Next Career Move
To change the world using your skills in solving analytical problems. To learn. To perform data analyses on massive data sets, at scale. To manage the data demands of a company with a heart.

Why We Need You
FitFyles is a company that saves lives. A company that is going to change the face of health care for good. We need someone to administer the flow of ideas regarding data and make recommendations to influence the direction of our business by communicating results to numerous stakeholder groups. You’ll work with the massive datasets, information, and knowledge that we’re collecting and organizing, and help to drive innovation in our product and enhance user experiences. We need your unique skills to:
Help manage our intense growth by developing and executing data analyses to manage the growth demands of FitFyles
Develop, implement and maintain robust reporting methodologies and tool to support mission-critical business objectives
Pioneer new uses of data to help save lives by enhancing user growth and engagement

How You’ll Change Global Healthcare
You’ll help millions live longer, healthier, happier lives through your ability to exercise creativity in addition to your analytic skills.

What you’ve achieved
BS / MS / PhD in a quantitative discipline (applied mathematics, statistics, CS, OR, or related field)
5+ years of experience using quantitative approaches to solve challenging and meaningful analytical problems (or equivalent)
Proficiency in programming and the use of analytic tools to perform rapid design, prototyping, analysis, simulation of, and experimentation with, advanced algorithms and applications (such as Matlab / Mathematica, Java, Ruby, Python, and experience in various relational and non-relational databases)
Solid grounding in applied mathematics and statistics including expertise in Bayesian modeling, multivariate regression, logistic regression, machine learning, cluster analysis, decision analysis, time series analysis and forecasting, factor analysis, structural equation modeling, item response theory, Markov chains, and data visualization (preferred)
Startup or equivalent experience (preferred) and the drive to live the dream (required)",-1.0,fitfyles,New Delhi,-1.0,Unknown,-1.0,Company - Private,-1,-1,Less than $1 million (USD),-1.0,,,,,
Data Scientist,-1.0,"AppZen is the leader in AI software for finance teams. Over 1,800 global enterprises use AppZen to automate manual finance processes, reduce expenditures, and gain real-time insights into their business spend trends. Our patented software technology delivers AI deep learning, semantic analysis, and Star Match™, the only automated spend validation that processes intelligence from thousands of data sources, documents, and images to understand financial transactions and make decisions based on finance policies. AppZen is the platform of choice for today’s digital CFO and their teams, including four of the top five banks, four of the top ten media companies, four of the top ten pharmaceutical manufacturers, two of the top five aerospace companies, and six of the top ten software providers.

We’ve taken off this year! Since releasing our platform in 2016, over 1,800 enterprises have standardized on AppZen, including three of the top ten banks, four of the top ten media companies, three of the top ten pharmaceutical manufacturers, two of the top five aerospace companies, and five of the top ten software providers. We were a Gartner Cool Vendor, and have been recognized as one of the fastest-growing technology companies in the market. In 2019 we received $50 million in Series C funding from Lightspeed, Redpoint and other leading venture capitalist firms.

We are looking for a Data Scientist to come and work on our growing AI stack. You will be working with a team of highly skilled and motivated data scientists and machine learning engineers. If you are excited about natural language understanding and machine translation, AppZen is the right place for you to apply and grow your skills.
Must-Have:
Solid understanding of machine learning fundamentals, and familiar with standard algorithms and techniques.
Ability to analyze a wide variety of data: structured and unstructured, observational and experimental, to drive system designs and product implementations.
Expert knowledge of a statistical computing language such as Python or R Knowledge of probability and statistics, including experimental design, predictive modeling, optimization, and causal inference Experience in design and deployment of real-world, large-scale, user-facing systems.
Ensure data quality throughout all stages of acquisition and processing, including such areas as data sourcing/collection, ground truth generation, normalization, transformation, cross-lingual alignment/mapping, etc.
Manage your own process: identify and execute on high impact projects, triage external requests, and make sure you bring projects to conclusion in time for the results to be useful.
Excellent written and verbal technical communication skills; communicate proposals and results in a clear manner backed by data and coupled with actionable conclusions to drive business decisions.
M.Sc. or M.E. or M.Tech in Computer Science, Engineering, Statistics, or other relevant technical fieldMust have 4-6 years of industry experience.
Able to work onsite in Pune, IN
You are a team player
Come as you are, we do not discriminate! We celebrate, support, and thrive upon our diverse customer and employee base.",4.0,appzen,Pune,-1.0,201 to 500 Employees,2012.0,Company - Private,Financial Transaction Processing,Finance,$5 to $10 million (USD),-1.0,,,,,
Data Scientist,-1.0,"Role: Data Scientist
Exp: 7+ Years
Location: Kolkata/Bangalore/Kochi/Bhubaneswar

JD:
data scientist,srdata analyst,r,r programming,sas,sql,data modelling,data manipulation,data visualisation,statics,hypothesis testing,linear regression,decision tree,random forest,clustering,logistic regression.,python,machine learning",3.6,diverse lynx india,Bangalore,-1.0,501 to 1000 Employees,2002.0,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1.0,,,,,
Data Scientist,-1.0,"Roles and Responsibilities
Understand clients business objectives and strategy to ensure that analysis work is focused on the areas where most value can be added.
Collaborate with stakeholders/ team leaders in order to understand problem statements and design and execute potential solutions.
Mentor team members and ensure fault-free execution of projects / solutions.
Integration of multiple sources of data working on BigData platforms.
Perform Exploratory Data Analysis on large and complex data sets comprising of structured, semi-structured and unstructured data.
Work on multiple unstructured problems to deliver insights/ end-to- end solutions and improve our clients- understanding of their customers using analysis / statistics / machine learning algorithms.
Keep abreast of the latest developments in the data science space across industries for potential uses.
Please mail your CV to career@torcai.com",-1.0,torcai digital media,Pune,-1.0,1 to 50 Employees,-1.0,Company - Private,-1,-1,Less than $1 million (USD),-1.0,,,,,
Associate Data Scientist I,-1.0,The MS Data Scientist- will be responsible to define and implement the Client Data Management Strategy; considering the integrity; governance and curation of the data in order to guarantee a smooth transition data to the Service Platform or Client legacy service platform. The role acts as an interface to other service delivery partner groups (e.g. Business Systems; Data Center); ensuring effective integration of the Data Management process with other processes in order to meet service level requirements. Data scientist will discover the information hidden in vast amounts of data; and make smarter decisions to deliver even better products. The primary focus will be in applying data mining techniques; doing statistical analysis; and building high quality prediction systems integrated with our products,4.1,ust global,Thiruvananthapuram,-1.0,10000+ Employees,1999.0,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),-1.0,,,,,
Data Scientist I,-1.0,"Role Name: DevOps Architect Code: Project/ Client/ SoW Role: Not Applicable Grade: C1, C2, C3 Experience: â€¢ 10+ years of industry experience with 5+ years of experience in building and managing CI/CD workflows for enterprise grade applications. Expectation: Must have 1. Solid understanding of Continuous Integration and Continuous Delivery best practices, and experience in setting up a CI/CD to speed up software development and deployment process. 2. Hands on experience in infrastructure automation tools (Ansible, Terraform, Chef, Puppet). 3. Ability to build and manage DevOps team. 4. Expert scripting and automation skills (Python and Groovy Preferred, Perl, bash, Ruby, or similar). 5. Hands on experience in using common build tools like Ant, Maven, Gradle etc. 6. Hands on experience in using various CI/CD tools (Jenkins, GitLab, Spinnaker) and good at implementing production deployment and DR strategies. 7. Excellent knowledge on Docker and Kubernetes. 8. Good knowledge of Azure/AWS/GCP 9. Good working knowledge on various Kubernetes environments (standalone clusters and managed Kubernetes services like EKS, AKS). 10. Good knowledge of Monitoring/Observability tools and processes (cloud and on-premise) 11. Good understanding of cloud backup and restore solutions. 12. Good knowledge of cloud & security compliance policies. 13. Good knowledge of software development/testing methodologies along with change and configuration management practices in Linux based environments. Good to have 1. Azure/AWS certified solutions Architect. 2. Working knowledge of RDBMS services in cloud. 3. Working knowledge of configuring and running Cloud based messaging systems. 4. Knowledge of service mesh tools like Istio. 5. Good knowledge of infrastructure planning, testing and development. 6. Basic understanding of hybrid cloud management and deployments Soft skills 1. Work in a team environment, collaborate with the team members. 2. Good written and spoken communication abilities. Responsibilities: 1. Create/Manage CI/CD pipelines of platforms/products for different environments. 2. Analyse/recommend/implement best practices in DevOps to streamline the delivery pipeline. 3. Automate build/test/deployment processes with right tools. 4. Managing large Production and Dev, Public and Private Cloud environments. 5. Collaborate with other Architects, seek review inputs from and incorporate the same. 6. Provide effort estimation and ETA for the deliverables and activities. 7. Adherence to the best practices and standards, provide periodic status updates. Technical Skills: Cluster Number Skill 1 Skill 2 Skill 3 Skill 4 1 GitLab Jenkins Git 2 Terraform Ansible Chef Puppet 3 Gradle Maven Ant Bash/PowerShell 4 Docker Kubernetes AKS/EKS 5 Grafana Prometheus Kibana 6 Nexus SonarQube Jira 7 Azure AWS Google Cloud OpenShift 8 RHEL/Ubuntu Network DNS Load Balancers 9 Java Groovy JSON YAML 10 RDBMS 11 NOSQL MongoDB ELK",4.1,ust global,Thiruvananthapuram,-1.0,10000+ Employees,1999.0,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),-1.0,,,,,
Data Analyst,-1.0,"PHHJP00016204

Description:

Job Title
Mobile App Analytics Specialist

Job Description
PHDSI Data Intelligence team is looking for a mobile app analytics specialist with thorough knowledge in analytics tagging; validation and reporting for the PHDSI supported propositions; which helps to derive quality insights based on data for the business teams to make decisions.

Responsibilities:

? Ability to transform the business requirements into KPIs/metrics
? Assist in defining the tagging requirements based on business needs/KPIs
? Working closely with the business proposition teams to fulfill their data tagging & analytics requirements
? Possesses strong analytical/logical thinking
? Define test scenarios against the data tag plan with detailed understanding on the mobile app user journey/flows
? Automate tagging verification for mobile application build on iOS and Android platform and maintain automation scripts
? Data validation and reporting to ensure the required analytics tracking in place

Job Skills and Requirements:
? 4-6 years of experience in data tagging verification and analysis for mobile/web domain
? Experience working with Adobe analytics or Google Firebase
? Deriving maturity insights based on tagging verification and guiding development teams to prioritize the backlog
? Experience in data analytics debugging tools like Charles/Fiddler etc.
? Experience in R/Python is an added advantage
? Knowledge on end-to-end analytics lifecycle such as creation of business requirement document; variable mapping; and data tag plan etc.
? Experience in mobile test automation using tools like SeeTest or Appium
? Well versed with reporting; analysis and dashboard creation
? Working along with the key stakeholder (Data product manager; product owner; architects; tagging specialist and developers) in the project; enabling smooth execution
? Experience working in agile environment following agile practices",4.1,ust global,Bangalore,-1.0,10000+ Employees,1999.0,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),-1.0,,,,,
Associate Data Scientist I,-1.0,The MS Data Scientist- will be responsible to define and implement the Client Data Management Strategy; considering the integrity; governance and curation of the data in order to guarantee a smooth transition data to the Service Platform or Client legacy service platform. The role acts as an interface to other service delivery partner groups (e.g. Business Systems; Data Center); ensuring effective integration of the Data Management process with other processes in order to meet service level requirements. Data scientist will discover the information hidden in vast amounts of data; and make smarter decisions to deliver even better products. The primary focus will be in applying data mining techniques; doing statistical analysis; and building high quality prediction systems integrated with our products,4.1,ust global,Thiruvananthapuram,-1.0,10000+ Employees,1999.0,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),-1.0,,,,,
Data Scientist,-1.0,"Experience in Python & Scrapping using Selenium, Beautiful Soup, and pandas.
Experience in NLP and NLG using TFIDF, Word2Vec, ELMO, Spacy and BERT & T5.Â
Experience in Flask web service and Docker image development.Â
Strong problem-solving skills with an emphasis on data transformation.Â
Knowledge or experience in RNN, LSTM & CNN.Â
Knowledge and experience in statistical and data mining techniques: Regression, Random Forest, Boosting, Trees, ARIMA, etc.Â
Knowledge in Cloud Services like AWS, Azure.Â
Excellent written and verbal communication skills for coordinating across teams.Â
Coordinate with different functional teams to implement models and monitor outcomes.
Soft Skills:Â
Good communication & Inter-personal skills.
Strong in Numerical Ability & Logical Reasoning.Â
Go-Getter with a positive attitude.

3.00-7.00 Years",-1.0,banctec tps india private limited,Pune,-1.0,-1,-1.0,-1,-1,-1,-1,-1.0,,,,,
